"","HostCorrectedName","bodymass_kg","mean_groupsize","mean_dayrange_meters","homerange_ha","social_time","SSD","diel_activity","habitat_category","locomotion","mating_system","trophic_folivore","trophic_Omnivore","realm","iucn"
"686","Saimiri_sciureus",0.896666667,NA,NA,177.3333333,5,1.180713128,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"687","Papio_cynocephalus",15.025,65,5150,1654.2,12.19,1.702702703,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"688","Saguinus_fuscicollis",0.35,6.07375,1610.75,59.01111111,4.066666667,0.979744936,"diurnal","forest_wetlands","arboreal","monogamy","Non-Folivore","Other","Neotropics","least concern"
"689","Cercopithecus_ascanius",3.24,21,1668,41.25,3.933333333,1.322580645,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"690","Papio_cynocephalus",15.025,65,5150,1654.2,12.19,1.702702703,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"691","Papio_cynocephalus",15.025,65,5150,1654.2,12.19,1.702702703,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"692","Papio_cynocephalus",15.025,65,5150,1654.2,12.19,1.702702703,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"693","Papio_cynocephalus",15.025,65,5150,1654.2,12.19,1.702702703,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"694","Cercopithecus_aethiops",4.704444444,25.7328,2379.125,59.85777778,6.580714286,1.505456349,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"695","Cercopithecus_aethiops",4.704444444,25.7328,2379.125,59.85777778,6.580714286,1.505456349,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"696","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"697","Saimiri_oerstedii",0.79,41.5,NA,188,NA,1.319117647,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"698","Saguinus_leucopus",0.49,5.233333333,1221,34.795,10,1.008163265,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"699","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"700","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"701","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"702","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"703","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"704","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"705","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"706","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"707","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"708","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"709","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"710","Alouatta_belzebul",5.823333333,6.5,902.6683333,33.343,4.687777778,1.317604356,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","vulnerable"
"711","Alouatta_caraya",5.38,9.309090909,522.3333333,26.14166667,5.82,1.482678984,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"712","Cercopithecus_mona",4.05,14.82222222,NA,3,18,1.7,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"713","Propithecus_verreauxi",3.22,4.739285714,938.3333333,7.076428571,4.7,1.010784527,"diurnal","forest_shrubland","arboreal","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"714","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"715","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"716","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"717","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"718","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"719","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"720","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"721","Macaca_mulatta",5.96,45.0875,923,617.3928571,19.5,1.585034014,"diurnal","forest_savanna_shrubland","both","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"722","Presbytis_entellus",15.398,34.75,853.25,268.4458333,NA,1.318002985,"diurnal","forest_savanna_shrubland_rocky.areas","both","polygynous","Folivore","Other","Asia","least concern"
"723","Macaca_radiata",5.14,21.92142857,933.3333333,224.3,35.66666667,1.788617886,"diurnal","forest_savanna_shrubland","both","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"724","Papio_cynocephalus",15.025,65,5150,1654.2,12.19,1.702702703,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"725","Macaca_fascicularis",4.03,38.525,1602.9,95,10.7,1.50621118,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"726","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"727","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"728","Colobus_polykomos",8.39,12.975,534.1666667,55.3,2.475,1.210526316,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","M_Africa","vulnerable"
"729","Saguinus_fuscicollis",0.35,6.07375,1610.75,59.01111111,4.066666667,0.979744936,"diurnal","forest_wetlands","arboreal","monogamy","Non-Folivore","Other","Neotropics","least concern"
"730","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"731","Presbytis_entellus",15.398,34.75,853.25,268.4458333,NA,1.318002985,"diurnal","forest_savanna_shrubland_rocky.areas","both","polygynous","Folivore","Other","Asia","least concern"
"732","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"733","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"734","Macaca_mulatta",5.96,45.0875,923,617.3928571,19.5,1.585034014,"diurnal","forest_savanna_shrubland","both","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"735","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"736","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"737","Papio_ursinus",22.3,43.425,4400,1208.295,NA,2.013513514,"diurnal","forest_savanna_shrubland_grassland_rocky.areas_desert","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"738","Saguinus_fuscicollis",0.35,6.07375,1610.75,59.01111111,4.066666667,0.979744936,"diurnal","forest_wetlands","arboreal","monogamy","Non-Folivore","Other","Neotropics","least concern"
"739","Papio_ursinus",22.3,43.425,4400,1208.295,NA,2.013513514,"diurnal","forest_savanna_shrubland_grassland_rocky.areas_desert","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"740","Papio_ursinus",22.3,43.425,4400,1208.295,NA,2.013513514,"diurnal","forest_savanna_shrubland_grassland_rocky.areas_desert","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"741","Papio_ursinus",22.3,43.425,4400,1208.295,NA,2.013513514,"diurnal","forest_savanna_shrubland_grassland_rocky.areas_desert","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"742","Papio_ursinus",22.3,43.425,4400,1208.295,NA,2.013513514,"diurnal","forest_savanna_shrubland_grassland_rocky.areas_desert","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"743","Mandrillus_leucophaeus",20.375,27.4,NA,2750,NA,2.243243243,"diurnal","forest_savanna_rocky.areas","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"744","Nasalis_larvatus",15.75,13.82307692,748,389.85,6.1,2.005725191,"diurnal","forest","arboreal","polygynous","Folivore","Other","Asia","endangered"
"745","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"746","Cercopithecus_aethiops",4.704444444,25.7328,2379.125,59.85777778,6.580714286,1.505456349,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"747","Macaca_mulatta",5.96,45.0875,923,617.3928571,19.5,1.585034014,"diurnal","forest_savanna_shrubland","both","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"748","Callimico_goeldii",0.48,6.31,925,92.625,7,1.066239316,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"749","Saguinus_mystax",0.53,7.108,1799.333333,41.825,5.05,0.932088123,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","least concern"
"750","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"751","Saguinus_mystax",0.53,7.108,1799.333333,41.825,5.05,0.932088123,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","least concern"
"752","Papio_ursinus",22.3,43.425,4400,1208.295,NA,2.013513514,"diurnal","forest_savanna_shrubland_grassland_rocky.areas_desert","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"753","Alouatta_seniculus",6.285,8.684761905,729.8,16.64,2.833333333,1.325707023,"diurnal","forest_savanna","arboreal","polygynous","Folivore","Other","Neotropics","least concern"
"754","Pongo_pygmaeus",56.95,1.311666667,669.3333333,418,0.89,2.19047619,"diurnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","endangered"
"755","Pongo_pygmaeus",56.95,1.311666667,669.3333333,418,0.89,2.19047619,"diurnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","endangered"
"756","Pongo_pygmaeus",56.95,1.311666667,669.3333333,418,0.89,2.19047619,"diurnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","endangered"
"757","Papio_cynocephalus",15.025,65,5150,1654.2,12.19,1.702702703,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"758","Cercopithecus_aethiops",4.704444444,25.7328,2379.125,59.85777778,6.580714286,1.505456349,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"759","Lemur_catta",2.21,12.81428571,1050,13.05333333,7,1,"diurnal","forest_shrubland","both","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"760","Indri_indri",6.465,2.447777778,300,18.625,NA,0.801457976,"diurnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","endangered"
"761","Lepilemur_mustelinus",0.861177778,1.2725,525.2,1.655625,23.3,1.01852647,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","near threatened"
"762","Varecia_variegata",3.4075,8.7075,1041.658,76.544,4.782222222,1.027181688,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Madagascar","endangered"
"763","Lepilemur_mustelinus",0.861177778,1.2725,525.2,1.655625,23.3,1.01852647,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","near threatened"
"764","Avahi_laniger",1.020666667,2.128571429,527.575,2.234,2.615,0.860992908,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","vulnerable"
"765","Lepilemur_mustelinus",0.861177778,1.2725,525.2,1.655625,23.3,1.01852647,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","near threatened"
"766","Papio_cynocephalus",15.025,65,5150,1654.2,12.19,1.702702703,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"767","Varecia_variegata",3.4075,8.7075,1041.658,76.544,4.782222222,1.027181688,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Madagascar","endangered"
"768","Cercopithecus_ascanius",3.24,21,1668,41.25,3.933333333,1.322580645,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"769","Cercocebus_galeritus",8.514,29.65,1653.625,200.675,11.27142857,1.745784148,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"770","Cercopithecus_ascanius",3.24,21,1668,41.25,3.933333333,1.322580645,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"771","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"772","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"773","Erythrocebus_patas",9.45,37.5,4596.5,2046.333333,13.5,1.907692308,"diurnal","forest_savanna_shrubland_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"774","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"775","Cercopithecus_ascanius",3.24,21,1668,41.25,3.933333333,1.322580645,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"776","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"777","Macaca_fascicularis",4.03,38.525,1602.9,95,10.7,1.50621118,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
